source_api,metric_id,metric_name,pub_date,available_date,value,expected_value,previous_value
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-09,2014-05-09,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-09,2014-05-09,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-09,2014-05-09,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-12,2014-05-12,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-12,2014-05-12,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-12,2014-05-12,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-13,2014-05-13,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-13,2014-05-13,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-13,2014-05-13,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-14,2014-05-14,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-14,2014-05-14,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-14,2014-05-14,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-15,2014-05-15,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-15,2014-05-15,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-15,2014-05-15,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-16,2014-05-16,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-16,2014-05-16,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-16,2014-05-16,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-19,2014-05-19,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-19,2014-05-19,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-19,2014-05-19,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-20,2014-05-20,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-20,2014-05-20,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-20,2014-05-20,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-21,2014-05-21,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-21,2014-05-21,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-21,2014-05-21,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-22,2014-05-22,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-22,2014-05-22,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-22,2014-05-22,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-23,2014-05-23,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-23,2014-05-23,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-23,2014-05-23,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-26,2014-05-26,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-26,2014-05-26,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-26,2014-05-26,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-27,2014-05-27,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-27,2014-05-27,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-27,2014-05-27,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-28,2014-05-28,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-28,2014-05-28,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-28,2014-05-28,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-29,2014-05-29,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-29,2014-05-29,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-29,2014-05-29,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-05-30,2014-05-30,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-05-30,2014-05-30,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-05-30,2014-05-30,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-03,2014-06-03,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-03,2014-06-03,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-03,2014-06-03,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-04,2014-06-04,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-04,2014-06-04,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-04,2014-06-04,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-05,2014-06-05,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-05,2014-06-05,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-05,2014-06-05,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-06,2014-06-06,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-06,2014-06-06,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-06,2014-06-06,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-09,2014-06-09,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-09,2014-06-09,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-09,2014-06-09,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-10,2014-06-10,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-10,2014-06-10,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-10,2014-06-10,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-11,2014-06-11,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-11,2014-06-11,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-11,2014-06-11,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-12,2014-06-12,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-12,2014-06-12,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-12,2014-06-12,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-13,2014-06-13,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-13,2014-06-13,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-13,2014-06-13,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-16,2014-06-16,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-16,2014-06-16,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-16,2014-06-16,5.77,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-17,2014-06-17,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-17,2014-06-17,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-17,2014-06-17,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-18,2014-06-18,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-18,2014-06-18,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-18,2014-06-18,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-19,2014-06-19,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-19,2014-06-19,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-19,2014-06-19,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-20,2014-06-20,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-20,2014-06-20,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-20,2014-06-20,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-23,2014-06-23,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-23,2014-06-23,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-23,2014-06-23,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-24,2014-06-24,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-24,2014-06-24,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-24,2014-06-24,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-25,2014-06-25,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-25,2014-06-25,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-25,2014-06-25,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-26,2014-06-26,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-26,2014-06-26,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-26,2014-06-26,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-27,2014-06-27,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-27,2014-06-27,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-27,2014-06-27,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-06-30,2014-06-30,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-06-30,2014-06-30,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-06-30,2014-06-30,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-01,2014-07-01,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-01,2014-07-01,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-01,2014-07-01,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-02,2014-07-02,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-02,2014-07-02,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-02,2014-07-02,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-03,2014-07-03,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-03,2014-07-03,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-03,2014-07-03,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-04,2014-07-04,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-04,2014-07-04,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-04,2014-07-04,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-07,2014-07-07,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-07,2014-07-07,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-07,2014-07-07,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-08,2014-07-08,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-08,2014-07-08,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-08,2014-07-08,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-09,2014-07-09,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-09,2014-07-09,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-09,2014-07-09,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-10,2014-07-10,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-10,2014-07-10,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-10,2014-07-10,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-11,2014-07-11,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-11,2014-07-11,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-11,2014-07-11,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-14,2014-07-14,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-14,2014-07-14,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-14,2014-07-14,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-15,2014-07-15,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-15,2014-07-15,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-15,2014-07-15,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-16,2014-07-16,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-16,2014-07-16,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-16,2014-07-16,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-17,2014-07-17,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-17,2014-07-17,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-17,2014-07-17,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-18,2014-07-18,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-18,2014-07-18,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-18,2014-07-18,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-21,2014-07-21,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-21,2014-07-21,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-21,2014-07-21,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-22,2014-07-22,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-22,2014-07-22,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-22,2014-07-22,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-23,2014-07-23,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-23,2014-07-23,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-23,2014-07-23,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-24,2014-07-24,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-24,2014-07-24,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-24,2014-07-24,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-25,2014-07-25,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-25,2014-07-25,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-25,2014-07-25,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-28,2014-07-28,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-28,2014-07-28,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-28,2014-07-28,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-29,2014-07-29,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-29,2014-07-29,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-29,2014-07-29,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-30,2014-07-30,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-30,2014-07-30,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-30,2014-07-30,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-07-31,2014-07-31,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-07-31,2014-07-31,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-07-31,2014-07-31,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-01,2014-08-01,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-01,2014-08-01,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-01,2014-08-01,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-04,2014-08-04,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-04,2014-08-04,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-04,2014-08-04,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-05,2014-08-05,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-05,2014-08-05,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-05,2014-08-05,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-06,2014-08-06,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-06,2014-08-06,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-06,2014-08-06,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-07,2014-08-07,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-07,2014-08-07,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-07,2014-08-07,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-08,2014-08-08,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-08,2014-08-08,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-08,2014-08-08,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-11,2014-08-11,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-11,2014-08-11,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-11,2014-08-11,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-12,2014-08-12,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-12,2014-08-12,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-12,2014-08-12,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-13,2014-08-13,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-13,2014-08-13,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-13,2014-08-13,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-14,2014-08-14,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-14,2014-08-14,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-14,2014-08-14,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-15,2014-08-15,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-15,2014-08-15,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-15,2014-08-15,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-18,2014-08-18,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-18,2014-08-18,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-18,2014-08-18,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-19,2014-08-19,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-19,2014-08-19,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-19,2014-08-19,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-20,2014-08-20,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-20,2014-08-20,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-20,2014-08-20,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-21,2014-08-21,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-21,2014-08-21,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-21,2014-08-21,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-22,2014-08-22,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-22,2014-08-22,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-22,2014-08-22,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-25,2014-08-25,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-25,2014-08-25,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-25,2014-08-25,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-26,2014-08-26,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-26,2014-08-26,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-26,2014-08-26,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-27,2014-08-27,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-27,2014-08-27,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-27,2014-08-27,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-28,2014-08-28,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-28,2014-08-28,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-28,2014-08-28,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-08-29,2014-08-29,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-08-29,2014-08-29,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-08-29,2014-08-29,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-09-01,2014-09-01,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-09-01,2014-09-01,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-09-01,2014-09-01,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-09-02,2014-09-02,6.0,0.0,0.0
akshare.macro_china_lpr,loan_rate_2,china_loan_rate_2,2014-09-02,2014-09-02,6.55,0.0,0.0
akshare.macro_china_lpr,lpr_1y,china_lpr_1y,2014-09-02,2014-09-02,5.76,0.0,0.0
akshare.macro_china_lpr,loan_rate_1,china_loan_rate_1,2014-09-03,2014-09-03,6.0,0.0,0.0
